User_id,Device_id,activity,activity_time,
U_000067,D_067,puzzle_012,2022-11-07 15:57:00.000 +0300,
U_000018,D_018,Level_Win,2022-11-07 16:01:00.000 +0300,
U_000046,D_046,puzzle_005,2022-11-07 16:02:00.000 +0300,
U_000075,D_075,Level_Win,2022-11-07 16:02:00.000 +0300,
U_000049,D_049,puzzle_006,2022-11-07 16:06:00.000 +0300,
U_000046,D_046,hall_of_fame,2022-11-07 16:07:00.000 +0300,
U_000019,D_019,puzzle_003,2022-11-07 16:08:00.000 +0300,
U_000078,D_078,puzzle_003,2022-11-07 16:08:00.000 +0300,
U_000078,D_078,bonus_activate_001,2022-11-07 16:08:00.000 +0300,
U_000063,D_063,puzzle_006,2022-11-07 16:12:00.000 +0300,
U_000021,D_021,puzzle_009,2022-11-07 16:13:00.000 +0300,
U_000027,D_027,puzzle_005,2022-11-07 16:14:00.000 +0300,
U_000005,D_005,Crash,2022-11-07 16:17:00.000 +0300,
U_000013,D_013,puzzle_008,2022-11-07 16:20:00.000 +0300,
U_000036,D_036,Crash,2022-11-07 16:21:00.000 +0300,
U_000072,D_072,puzzle_006,2022-11-07 16:22:00.000 +0300,
U_000070,D_070,Product_Purchase_003,2022-11-07 16:27:00.000 +0300,
U_000030,D_030,Ping,2022-11-07 16:28:00.000 +0300,
U_000057,D_057,bonus_activate_001,2022-11-07 16:28:00.000 +0300,
U_000025,D_025,puzzle_007,2022-11-07 16:29:00.000 +0300,
U_000059,D_059,Level_Win,2022-11-07 16:29:00.000 +0300,
U_000035,D_035,puzzle_003,2022-11-07 16:30:00.000 +0300,
U_000001,D_001,puzzle_011,2022-11-07 16:31:00.000 +0300,
U_000081,D_081,puzzle_004,2022-11-07 16:33:00.000 +0300,
U_000046,D_046,Level_Lose,2022-11-07 16:34:00.000 +0300,
U_000049,D_049,bonus_activate_002,2022-11-07 16:34:00.000 +0300,
U_000064,D_064,puzzle_006,2022-11-07 16:36:00.000 +0300,
U_000071,D_071,Level_Lose,2022-11-07 16:39:00.000 +0300,
U_000080,D_080,bonus_activate_003,2022-11-07 16:39:00.000 +0300,
U_000034,D_034,bonus_activate_002,2022-11-07 16:42:00.000 +0300,
U_000053,D_053,puzzle_004,2022-11-07 16:45:00.000 +0300,
U_000054,D_054,puzzle_001,2022-11-07 16:48:00.000 +0300,
U_000023,D_023,puzzle_011,2022-11-07 16:49:00.000 +0300,
U_000052,D_052,Level_Draw,2022-11-07 16:49:00.000 +0300,
U_000014,D_014,bonus_activate_003,2022-11-07 16:54:00.000 +0300,
U_000071,D_071,puzzle_006,2022-11-07 16:55:00.000 +0300,
U_000031,D_031,puzzle_007,2022-11-07 16:56:00.000 +0300,
U_000048,D_048,Level_Lose,2022-11-07 16:56:00.000 +0300,
U_000081,D_081,Level_Draw,2022-11-07 16:56:00.000 +0300,
U_000080,D_080,puzzle_011,2022-11-07 16:57:00.000 +0300,
U_000080,D_080,bonus_activate_001,2022-11-07 17:00:00.000 +0300,
U_000006,D_006,Market_Page,2022-11-07 17:02:00.000 +0300,
U_000074,D_074,puzzle_001,2022-11-07 17:05:00.000 +0300,
U_000077,D_077,puzzle_001,2022-11-07 17:05:00.000 +0300,
U_000043,D_043,Product_Purchase_002,2022-11-07 17:08:00.000 +0300,
U_000081,D_081,puzzle_011,2022-11-07 17:08:00.000 +0300,
U_000076,D_076,bonus_activate_001,2022-11-07 17:13:00.000 +0300,
U_000015,D_015,puzzle_001,2022-11-07 17:16:00.000 +0300,
U_000078,D_078,Crash,2022-11-07 17:17:00.000 +0300,
U_000025,D_025,bonus_activate_002,2022-11-07 17:19:00.000 +0300,
U_000046,D_046,puzzle_003,2022-11-07 17:25:00.000 +0300,
U_000075,D_075,bonus_activate_001,2022-11-07 17:25:00.000 +0300,
U_000014,D_014,bonus_activate_003,2022-11-07 17:28:00.000 +0300,
U_000064,D_064,puzzle_005,2022-11-07 17:28:00.000 +0300,
U_000057,D_057,puzzle_007,2022-11-07 17:29:00.000 +0300,
U_000064,D_064,puzzle_001,2022-11-07 17:30:00.000 +0300,
U_000004,D_004,puzzle_004,2022-11-07 17:31:00.000 +0300,
U_000026,D_026,Market_Page,2022-11-07 17:34:00.000 +0300,
U_000049,D_049,Product_Purchase_003,2022-11-07 17:39:00.000 +0300,
U_000076,D_076,hall_of_fame,2022-11-07 17:40:00.000 +0300,
U_000078,D_078,Level_Lose,2022-11-07 17:42:00.000 +0300,
U_000003,D_003,Crash,2022-11-07 17:43:00.000 +0300,
U_000072,D_072,Ping,2022-11-07 17:54:00.000 +0300,
U_000046,D_046,hall_of_fame,2022-11-07 17:56:00.000 +0300,
U_000026,D_026,bonus_activate_002,2022-11-07 17:57:00.000 +0300,
U_000064,D_064,Level_Lose,2022-11-07 17:58:00.000 +0300,
U_000023,D_023,puzzle_005,2022-11-07 18:00:00.000 +0300,
U_000055,D_055,Level_Draw,2022-11-07 18:00:00.000 +0300,
U_000060,D_060,puzzle_008,2022-11-07 18:03:00.000 +0300,
U_000008,D_008,puzzle_003,2022-11-07 18:04:00.000 +0300,
U_000057,D_057,Product_Purchase_003,2022-11-07 18:05:00.000 +0300,
U_000026,D_026,puzzle_005,2022-11-07 18:06:00.000 +0300,
U_000019,D_019,bonus_activate_002,2022-11-07 18:08:00.000 +0300,
U_000032,D_032,puzzle_010,2022-11-07 18:08:00.000 +0300,
U_000028,D_028,puzzle_012,2022-11-07 18:09:00.000 +0300,
U_000074,D_074,bonus_activate_003,2022-11-07 18:17:00.000 +0300,
U_000080,D_080,puzzle_001,2022-11-07 18:18:00.000 +0300,
U_000013,D_013,puzzle_012,2022-11-07 18:24:00.000 +0300,
U_000062,D_062,Level_Draw,2022-11-07 18:24:00.000 +0300,
U_000049,D_049,bonus_activate_002,2022-11-07 18:28:00.000 +0300,
U_000073,D_073,Level_Draw,2022-11-07 18:28:00.000 +0300,
U_000056,D_056,bonus_activate_001,2022-11-07 18:31:00.000 +0300,
U_000076,D_076,Market_Page,2022-11-07 18:34:00.000 +0300,
U_000032,D_032,puzzle_007,2022-11-07 18:36:00.000 +0300,
U_000039,D_039,puzzle_001,2022-11-07 18:36:00.000 +0300,
U_000031,D_031,Level_Draw,2022-11-07 18:40:00.000 +0300,
U_000005,D_005,puzzle_011,2022-11-07 18:42:00.000 +0300,
U_000076,D_076,Product_Purchase_002,2022-11-07 18:45:00.000 +0300,
U_000032,D_032,bonus_activate_002,2022-11-07 18:46:00.000 +0300,
U_000071,D_071,puzzle_010,2022-11-07 18:47:00.000 +0300,
U_000077,D_077,puzzle_005,2022-11-07 18:48:00.000 +0300,
U_000008,D_008,bonus_activate_003,2022-11-07 18:50:00.000 +0300,
U_000061,D_061,puzzle_006,2022-11-07 18:50:00.000 +0300,
U_000045,D_045,puzzle_012,2022-11-07 18:51:00.000 +0300,
U_000073,D_073,puzzle_010,2022-11-07 18:51:00.000 +0300,
U_000063,D_063,Product_Purchase_003,2022-11-07 18:52:00.000 +0300,
U_000008,D_008,puzzle_008,2022-11-07 18:54:00.000 +0300,
U_000045,D_045,puzzle_009,2022-11-07 18:58:00.000 +0300,
U_000070,D_070,puzzle_011,2022-11-07 18:58:00.000 +0300,
U_000077,D_077,Market_Page,2022-11-07 18:59:00.000 +0300,
U_000019,D_019,bonus_activate_001,2022-11-07 19:02:00.000 +0300,
U_000023,D_023,Market_Page,2022-11-07 19:02:00.000 +0300,
U_000075,D_075,puzzle_011,2022-11-07 19:02:00.000 +0300,
U_000077,D_077,bonus_activate_002,2022-11-07 19:02:00.000 +0300,
U_000053,D_053,Level_Win,2022-11-07 19:03:00.000 +0300,
U_000078,D_078,puzzle_012,2022-11-07 19:04:00.000 +0300,
U_000049,D_049,bonus_activate_002,2022-11-07 19:08:00.000 +0300,
U_000016,D_016,bonus_activate_003,2022-11-07 19:11:00.000 +0300,
U_000027,D_027,puzzle_005,2022-11-07 19:15:00.000 +0300,
U_000013,D_013,Product_Purchase_002,2022-11-07 19:17:00.000 +0300,
U_000052,D_052,puzzle_001,2022-11-07 19:17:00.000 +0300,
U_000074,D_074,Market_Page,2022-11-07 19:20:00.000 +0300,
U_000019,D_019,puzzle_010,2022-11-07 19:23:00.000 +0300,
U_000003,D_003,puzzle_004,2022-11-07 19:26:00.000 +0300,
U_000061,D_061,puzzle_009,2022-11-07 19:27:00.000 +0300,
U_000009,D_009,Level_Win,2022-11-07 19:31:00.000 +0300,
U_000032,D_032,puzzle_001,2022-11-07 19:32:00.000 +0300,
U_000072,D_072,puzzle_001,2022-11-07 19:32:00.000 +0300,
U_000076,D_076,Crash,2022-11-07 19:35:00.000 +0300,
U_000061,D_061,puzzle_009,2022-11-07 19:37:00.000 +0300,
U_000070,D_070,puzzle_004,2022-11-07 19:37:00.000 +0300,
U_000070,D_070,Ping,2022-11-07 19:37:00.000 +0300,
U_000068,D_068,Crash,2022-11-07 19:39:00.000 +0300,
U_000021,D_021,puzzle_006,2022-11-07 19:40:00.000 +0300,
U_000078,D_078,puzzle_007,2022-11-07 19:41:00.000 +0300,
U_000003,D_003,puzzle_011,2022-11-07 19:43:00.000 +0300,
U_000068,D_068,puzzle_001,2022-11-07 19:44:00.000 +0300,
U_000068,D_068,puzzle_007,2022-11-07 19:45:00.000 +0300,
U_000067,D_067,Market_Page,2022-11-07 19:47:00.000 +0300,
U_000079,D_079,puzzle_005,2022-11-07 19:48:00.000 +0300,
U_000062,D_062,puzzle_009,2022-11-07 19:49:00.000 +0300,
U_000038,D_038,puzzle_002,2022-11-07 19:56:00.000 +0300,
U_000058,D_058,Level_Lose,2022-11-07 20:00:00.000 +0300,
U_000001,D_001,puzzle_002,2022-11-07 20:02:00.000 +0300,
U_000036,D_036,puzzle_006,2022-11-07 20:03:00.000 +0300,
U_000035,D_035,puzzle_004,2022-11-07 20:04:00.000 +0300,
U_000053,D_053,puzzle_006,2022-11-07 20:04:00.000 +0300,
U_000025,D_025,puzzle_007,2022-11-07 20:07:00.000 +0300,
U_000076,D_076,puzzle_006,2022-11-07 20:10:00.000 +0300,
U_000003,D_003,puzzle_006,2022-11-07 20:19:00.000 +0300,
U_000075,D_075,puzzle_004,2022-11-07 20:20:00.000 +0300,
U_000023,D_023,Product_Purchase_002,2022-11-07 20:22:00.000 +0300,
U_000064,D_064,Crash,2022-11-07 20:22:00.000 +0300,
U_000027,D_027,bonus_activate_002,2022-11-07 20:25:00.000 +0300,
U_000059,D_059,puzzle_002,2022-11-07 20:26:00.000 +0300,
U_000062,D_062,puzzle_009,2022-11-07 20:27:00.000 +0300,
U_000074,D_074,puzzle_012,2022-11-07 20:28:00.000 +0300,
U_000005,D_005,Product_Purchase_003,2022-11-07 20:30:00.000 +0300,
U_000055,D_055,puzzle_011,2022-11-07 20:34:00.000 +0300,
U_000065,D_065,Level_Draw,2022-11-07 20:34:00.000 +0300,
U_000013,D_013,puzzle_008,2022-11-07 20:36:00.000 +0300,
U_000081,D_081,puzzle_006,2022-11-07 20:36:00.000 +0300,
U_000036,D_036,bonus_activate_001,2022-11-07 20:39:00.000 +0300,
U_000059,D_059,Level_Draw,2022-11-07 20:41:00.000 +0300,
U_000014,D_014,Crash,2022-11-07 20:43:00.000 +0300,
U_000055,D_055,puzzle_002,2022-11-07 20:45:00.000 +0300,
U_000059,D_059,puzzle_001,2022-11-07 20:45:00.000 +0300,
U_000019,D_019,Market_Page,2022-11-07 20:47:00.000 +0300,
U_000060,D_060,puzzle_003,2022-11-07 20:49:00.000 +0300,
U_000071,D_071,Level_Draw,2022-11-07 20:50:00.000 +0300,
U_000064,D_064,puzzle_012,2022-11-07 20:52:00.000 +0300,
U_000043,D_043,puzzle_011,2022-11-07 20:55:00.000 +0300,
U_000019,D_019,bonus_activate_003,2022-11-07 20:56:00.000 +0300,
U_000049,D_049,bonus_activate_003,2022-11-07 21:01:00.000 +0300,
U_000070,D_070,bonus_activate_002,2022-11-07 21:01:00.000 +0300,
U_000071,D_071,Market_Page,2022-11-07 21:01:00.000 +0300,
U_000060,D_060,Level_Win,2022-11-07 21:05:00.000 +0300,
U_000064,D_064,Product_Purchase_003,2022-11-07 21:06:00.000 +0300,
U_000080,D_080,puzzle_008,2022-11-07 21:06:00.000 +0300,
U_000066,D_066,Product_Purchase_002,2022-11-07 21:07:00.000 +0300,
U_000064,D_064,puzzle_012,2022-11-07 21:08:00.000 +0300,
U_000042,D_042,Level_Win,2022-11-07 21:09:00.000 +0300,
U_000052,D_052,puzzle_006,2022-11-07 21:12:00.000 +0300,
U_000034,D_034,puzzle_011,2022-11-07 21:13:00.000 +0300,
U_000060,D_060,bonus_activate_003,2022-11-07 21:15:00.000 +0300,
U_000056,D_056,puzzle_005,2022-11-07 21:17:00.000 +0300,
U_000049,D_049,puzzle_008,2022-11-07 21:21:00.000 +0300,
U_000071,D_071,Market_Page,2022-11-07 21:23:00.000 +0300,
U_000026,D_026,bonus_activate_002,2022-11-07 21:25:00.000 +0300,
U_000013,D_013,puzzle_012,2022-11-07 21:31:00.000 +0300,
U_000079,D_079,Market_Page,2022-11-07 21:32:00.000 +0300,
U_000006,D_006,puzzle_012,2022-11-07 21:36:00.000 +0300,
U_000060,D_060,Product_Purchase_002,2022-11-07 21:37:00.000 +0300,
U_000015,D_015,puzzle_010,2022-11-07 21:38:00.000 +0300,
U_000003,D_003,bonus_activate_001,2022-11-07 21:42:00.000 +0300,
U_000073,D_073,puzzle_011,2022-11-07 21:42:00.000 +0300,
U_000070,D_070,puzzle_009,2022-11-07 21:48:00.000 +0300,
U_000031,D_031,puzzle_009,2022-11-07 21:51:00.000 +0300,
U_000078,D_078,Level_Draw,2022-11-07 21:55:00.000 +0300,
U_000003,D_003,puzzle_008,2022-11-07 21:56:00.000 +0300,
U_000073,D_073,bonus_activate_003,2022-11-07 21:58:00.000 +0300,
U_000078,D_078,puzzle_011,2022-11-07 22:03:00.000 +0300,
U_000021,D_021,bonus_activate_001,2022-11-07 22:07:00.000 +0300,
U_000019,D_019,puzzle_011,2022-11-07 22:08:00.000 +0300,
U_000049,D_049,puzzle_002,2022-11-07 22:09:00.000 +0300,
U_000066,D_066,puzzle_007,2022-11-07 22:10:00.000 +0300,
U_000065,D_065,Level_Draw,2022-11-07 22:11:00.000 +0300,
U_000074,D_074,bonus_activate_003,2022-11-07 22:11:00.000 +0300,
U_000050,D_050,puzzle_006,2022-11-07 22:12:00.000 +0300,
U_000037,D_037,Market_Page,2022-11-07 22:13:00.000 +0300,
U_000025,D_025,puzzle_003,2022-11-07 22:20:00.000 +0300,
U_000063,D_063,Level_Lose,2022-11-07 22:22:00.000 +0300,
U_000074,D_074,bonus_activate_001,2022-11-07 22:25:00.000 +0300,
U_000031,D_031,Product_Purchase_002,2022-11-07 22:30:00.000 +0300,
U_000057,D_057,Level_Draw,2022-11-07 22:30:00.000 +0300,
U_000043,D_043,Level_Win,2022-11-07 22:33:00.000 +0300,
U_000048,D_048,puzzle_007,2022-11-07 22:33:00.000 +0300,
U_000078,D_078,bonus_activate_003,2022-11-07 22:33:00.000 +0300,
U_000059,D_059,bonus_activate_003,2022-11-07 22:34:00.000 +0300,
U_000023,D_023,puzzle_010,2022-11-07 22:35:00.000 +0300,
U_000003,D_003,hall_of_fame,2022-11-07 22:37:00.000 +0300,
U_000073,D_073,bonus_activate_002,2022-11-07 22:41:00.000 +0300,
U_000061,D_061,Ping,2022-11-07 22:43:00.000 +0300,
U_000019,D_019,puzzle_012,2022-11-07 22:44:00.000 +0300,
U_000033,D_033,puzzle_006,2022-11-07 22:44:00.000 +0300,
U_000027,D_027,puzzle_004,2022-11-07 22:47:00.000 +0300,
U_000042,D_042,puzzle_005,2022-11-07 22:51:00.000 +0300,
U_000048,D_048,Crash,2022-11-07 22:59:00.000 +0300,
U_000019,D_019,puzzle_003,2022-11-07 23:01:00.000 +0300,
U_000053,D_053,puzzle_001,2022-11-07 23:02:00.000 +0300,
U_000023,D_023,puzzle_005,2022-11-07 23:03:00.000 +0300,
U_000060,D_060,puzzle_010,2022-11-07 23:05:00.000 +0300,
U_000035,D_035,puzzle_011,2022-11-07 23:06:00.000 +0300,
U_000078,D_078,puzzle_007,2022-11-07 23:06:00.000 +0300,
U_000078,D_078,Crash,2022-11-07 23:13:00.000 +0300,
U_000027,D_027,bonus_activate_001,2022-11-07 23:15:00.000 +0300,
U_000080,D_080,Level_Win,2022-11-07 23:19:00.000 +0300,
U_000023,D_023,puzzle_011,2022-11-07 23:20:00.000 +0300,
U_000081,D_081,puzzle_003,2022-11-07 23:30:00.000 +0300,
U_000025,D_025,hall_of_fame,2022-11-07 23:33:00.000 +0300,
U_000040,D_040,puzzle_010,2022-11-07 23:35:00.000 +0300,
U_000023,D_023,bonus_activate_001,2022-11-07 23:36:00.000 +0300,
U_000066,D_066,Market_Page,2022-11-07 23:37:00.000 +0300,
U_000077,D_077,puzzle_002,2022-11-07 23:38:00.000 +0300,
U_000064,D_064,bonus_activate_003,2022-11-07 23:39:00.000 +0300,
U_000072,D_072,puzzle_001,2022-11-07 23:45:00.000 +0300,
U_000043,D_043,puzzle_010,2022-11-07 23:48:00.000 +0300,
U_000048,D_048,puzzle_010,2022-11-07 23:48:00.000 +0300,
U_000001,D_001,Level_Lose,2022-11-07 23:48:00.000 +0300,
U_000034,D_034,Level_Draw,2022-11-07 23:50:00.000 +0300,
U_000076,D_076,puzzle_008,2022-11-07 23:51:00.000 +0300,
U_000073,D_073,puzzle_002,2022-11-07 23:52:00.000 +0300,
U_000064,D_064,Ping,2022-11-07 23:55:00.000 +0300,
U_000055,D_055,puzzle_009,2022-11-07 23:57:00.000 +0300,
U_000057,D_057,Market_Page,2022-11-07 23:57:00.000 +0300,
U_000073,D_073,puzzle_009,2022-11-08 00:00:00.000 +0300,
U_000016,D_016,puzzle_008,2022-11-08 00:01:00.000 +0300,
U_000055,D_055,Ping,2022-11-08 00:01:00.000 +0300,
U_000033,D_033,Ping,2022-11-08 00:03:00.000 +0300,
U_000080,D_080,puzzle_003,2022-11-08 00:04:00.000 +0300,
U_000048,D_048,bonus_activate_003,2022-11-08 00:09:00.000 +0300,
U_000026,D_026,Level_Lose,2022-11-08 00:12:00.000 +0300,
U_000027,D_027,Level_Win,2022-11-08 00:13:00.000 +0300,
U_000037,D_037,puzzle_011,2022-11-08 00:13:00.000 +0300,
U_000019,D_019,Product_Purchase_002,2022-11-08 00:16:00.000 +0300,
U_000005,D_005,Product_Purchase_002,2022-11-08 00:18:00.000 +0300,
U_000034,D_034,puzzle_007,2022-11-08 00:18:00.000 +0300,
U_000013,D_013,Level_Draw,2022-11-08 00:21:00.000 +0300,
U_000052,D_052,Product_Purchase_002,2022-11-08 00:22:00.000 +0300,
U_000067,D_067,puzzle_007,2022-11-08 00:24:00.000 +0300,
U_000064,D_064,bonus_activate_002,2022-11-08 00:25:00.000 +0300,
U_000043,D_043,puzzle_012,2022-11-08 00:30:00.000 +0300,
U_000015,D_015,puzzle_008,2022-11-08 00:35:00.000 +0300,
U_000019,D_019,Ping,2022-11-08 00:35:00.000 +0300,
U_000036,D_036,Crash,2022-11-08 00:35:00.000 +0300,
U_000080,D_080,Product_Purchase_003,2022-11-08 00:35:00.000 +0300,
U_000078,D_078,Crash,2022-11-08 00:37:00.000 +0300,
U_000015,D_015,Market_Page,2022-11-08 00:38:00.000 +0300,
U_000024,D_024,bonus_activate_001,2022-11-08 00:39:00.000 +0300,
U_000077,D_077,puzzle_001,2022-11-08 00:39:00.000 +0300,
U_000059,D_059,puzzle_004,2022-11-08 00:41:00.000 +0300,
U_000023,D_023,Level_Lose,2022-11-08 00:42:00.000 +0300,
U_000036,D_036,puzzle_006,2022-11-08 00:42:00.000 +0300,
U_000030,D_030,puzzle_001,2022-11-08 00:46:00.000 +0300,
U_000055,D_055,puzzle_001,2022-11-08 00:47:00.000 +0300,
U_000007,D_007,puzzle_012,2022-11-08 00:48:00.000 +0300,
U_000052,D_052,Level_Lose,2022-11-08 00:50:00.000 +0300,
U_000024,D_024,puzzle_006,2022-11-08 00:51:00.000 +0300,
U_000019,D_019,Market_Page,2022-11-08 00:52:00.000 +0300,
U_000014,D_014,puzzle_007,2022-11-08 00:55:00.000 +0300,
U_000015,D_015,puzzle_003,2022-11-08 00:55:00.000 +0300,
U_000025,D_025,bonus_activate_002,2022-11-08 00:58:00.000 +0300,
U_000071,D_071,puzzle_005,2022-11-08 00:59:00.000 +0300,
U_000059,D_059,bonus_activate_001,2022-11-08 01:00:00.000 +0300,
U_000062,D_062,puzzle_009,2022-11-08 01:01:00.000 +0300,
U_000061,D_061,Level_Lose,2022-11-08 01:08:00.000 +0300,
U_000038,D_038,bonus_activate_002,2022-11-08 01:09:00.000 +0300,
U_000026,D_026,Level_Win,2022-11-08 01:10:00.000 +0300,
U_000052,D_052,puzzle_001,2022-11-08 01:11:00.000 +0300,
U_000077,D_077,Level_Draw,2022-11-08 01:11:00.000 +0300,
U_000053,D_053,puzzle_006,2022-11-08 01:12:00.000 +0300,
U_000052,D_052,puzzle_009,2022-11-08 01:13:00.000 +0300,
U_000080,D_080,Product_Purchase_001,2022-11-08 01:15:00.000 +0300,
U_000053,D_053,puzzle_012,2022-11-08 01:16:00.000 +0300,
U_000036,D_036,hall_of_fame,2022-11-08 01:17:00.000 +0300,
U_000004,D_004,puzzle_008,2022-11-08 01:19:00.000 +0300,
U_000013,D_013,puzzle_005,2022-11-08 01:20:00.000 +0300,
U_000027,D_027,bonus_activate_003,2022-11-08 01:25:00.000 +0300,
U_000039,D_039,puzzle_004,2022-11-08 01:29:00.000 +0300,
U_000075,D_075,Market_Page,2022-11-08 01:30:00.000 +0300,
U_000071,D_071,puzzle_005,2022-11-08 01:31:00.000 +0300,
U_000038,D_038,Level_Lose,2022-11-08 01:32:00.000 +0300,
U_000071,D_071,puzzle_010,2022-11-08 01:37:00.000 +0300,
U_000077,D_077,puzzle_004,2022-11-08 01:37:00.000 +0300,
U_000013,D_013,bonus_activate_001,2022-11-08 01:38:00.000 +0300,
U_000008,D_008,puzzle_002,2022-11-08 01:39:00.000 +0300,
U_000005,D_005,Market_Page,2022-11-08 01:40:00.000 +0300,
U_000030,D_030,Level_Draw,2022-11-08 01:40:00.000 +0300,
U_000064,D_064,puzzle_004,2022-11-08 01:40:00.000 +0300,
U_000067,D_067,puzzle_007,2022-11-08 01:40:00.000 +0300,
U_000035,D_035,Market_Page,2022-11-08 01:42:00.000 +0300,
U_000003,D_003,Product_Purchase_003,2022-11-08 01:44:00.000 +0300,
U_000001,D_001,puzzle_011,2022-11-08 01:45:00.000 +0300,
U_000072,D_072,puzzle_002,2022-11-08 01:51:00.000 +0300,
U_000057,D_057,puzzle_005,2022-11-08 01:55:00.000 +0300,
U_000072,D_072,puzzle_002,2022-11-08 01:56:00.000 +0300,
U_000081,D_081,puzzle_011,2022-11-08 02:01:00.000 +0300,
U_000001,D_001,puzzle_009,2022-11-08 02:03:00.000 +0300,
U_000049,D_049,Market_Page,2022-11-08 02:05:00.000 +0300,
U_000028,D_028,puzzle_002,2022-11-08 02:07:00.000 +0300,
U_000077,D_077,bonus_activate_003,2022-11-08 02:07:00.000 +0300,
U_000026,D_026,puzzle_005,2022-11-08 02:08:00.000 +0300,
U_000019,D_019,Market_Page,2022-11-08 02:09:00.000 +0300,
U_000019,D_019,puzzle_004,2022-11-08 02:09:00.000 +0300,
U_000055,D_055,puzzle_008,2022-11-08 02:12:00.000 +0300,
U_000067,D_067,bonus_activate_001,2022-11-08 02:13:00.000 +0300,
U_000056,D_056,hall_of_fame,2022-11-08 02:19:00.000 +0300,
U_000026,D_026,puzzle_012,2022-11-08 02:22:00.000 +0300,
U_000032,D_032,bonus_activate_001,2022-11-08 02:22:00.000 +0300,
U_000014,D_014,Level_Win,2022-11-08 02:24:00.000 +0300,
U_000072,D_072,puzzle_011,2022-11-08 02:24:00.000 +0300,
U_000019,D_019,bonus_activate_001,2022-11-08 02:26:00.000 +0300,
U_000011,D_011,Market_Page,2022-11-08 02:27:00.000 +0300,
U_000033,D_033,Product_Purchase_001,2022-11-08 02:27:00.000 +0300,
U_000078,D_078,Level_Lose,2022-11-08 02:30:00.000 +0300,
U_000034,D_034,puzzle_001,2022-11-08 02:41:00.000 +0300,
U_000009,D_009,puzzle_010,2022-11-08 02:44:00.000 +0300,
U_000033,D_033,Level_Lose,2022-11-08 02:46:00.000 +0300,
U_000080,D_080,Ping,2022-11-08 02:50:00.000 +0300,
U_000074,D_074,bonus_activate_001,2022-11-08 02:55:00.000 +0300,
U_000060,D_060,puzzle_005,2022-11-08 02:58:00.000 +0300,
U_000070,D_070,puzzle_002,2022-11-08 02:59:00.000 +0300,
U_000013,D_013,puzzle_006,2022-11-08 03:01:00.000 +0300,
U_000003,D_003,puzzle_008,2022-11-08 03:03:00.000 +0300,
U_000072,D_072,puzzle_001,2022-11-08 03:04:00.000 +0300,
U_000005,D_005,bonus_activate_002,2022-11-08 03:07:00.000 +0300,
U_000053,D_053,puzzle_012,2022-11-08 03:07:00.000 +0300,
U_000059,D_059,puzzle_011,2022-11-08 03:07:00.000 +0300,
U_000045,D_045,bonus_activate_002,2022-11-08 03:08:00.000 +0300,
U_000025,D_025,puzzle_007,2022-11-08 03:11:00.000 +0300,
U_000042,D_042,puzzle_002,2022-11-08 03:12:00.000 +0300,
U_000049,D_049,Product_Purchase_003,2022-11-08 03:13:00.000 +0300,
U_000067,D_067,puzzle_011,2022-11-08 03:13:00.000 +0300,
U_000003,D_003,puzzle_009,2022-11-08 03:16:00.000 +0300,
U_000059,D_059,puzzle_002,2022-11-08 03:19:00.000 +0300,
U_000078,D_078,puzzle_006,2022-11-08 03:19:00.000 +0300,
U_000068,D_068,bonus_activate_003,2022-11-08 03:20:00.000 +0300,
U_000058,D_058,puzzle_004,2022-11-08 03:22:00.000 +0300,
U_000067,D_067,Product_Purchase_003,2022-11-08 03:23:00.000 +0300,
U_000015,D_015,Level_Draw,2022-11-08 03:24:00.000 +0300,
U_000064,D_064,Market_Page,2022-11-08 03:27:00.000 +0300,
U_000074,D_074,Product_Purchase_003,2022-11-08 03:28:00.000 +0300,
U_000058,D_058,bonus_activate_003,2022-11-08 03:29:00.000 +0300,
U_000078,D_078,Crash,2022-11-08 03:29:00.000 +0300,
U_000080,D_080,puzzle_010,2022-11-08 03:34:00.000 +0300,
U_000073,D_073,Product_Purchase_002,2022-11-08 03:36:00.000 +0300,
U_000066,D_066,bonus_activate_002,2022-11-08 03:39:00.000 +0300,
U_000015,D_015,bonus_activate_001,2022-11-08 03:40:00.000 +0300,
U_000074,D_074,Crash,2022-11-08 03:42:00.000 +0300,
U_000030,D_030,Level_Lose,2022-11-08 03:44:00.000 +0300,
U_000076,D_076,Product_Purchase_001,2022-11-08 03:44:00.000 +0300,
U_000003,D_003,Market_Page,2022-11-08 03:49:00.000 +0300,
U_000077,D_077,puzzle_002,2022-11-08 03:49:00.000 +0300,
U_000058,D_058,Market_Page,2022-11-08 03:52:00.000 +0300,
U_000062,D_062,bonus_activate_001,2022-11-08 03:55:00.000 +0300,
U_000077,D_077,puzzle_003,2022-11-08 03:58:00.000 +0300,
U_000067,D_067,puzzle_004,2022-11-08 03:59:00.000 +0300,
U_000072,D_072,puzzle_010,2022-11-08 04:01:00.000 +0300,
U_000013,D_013,Product_Purchase_003,2022-11-08 04:04:00.000 +0300,
U_000046,D_046,bonus_activate_002,2022-11-08 04:06:00.000 +0300,
U_000062,D_062,puzzle_007,2022-11-08 04:08:00.000 +0300,
U_000032,D_032,puzzle_001,2022-11-08 04:10:00.000 +0300,
U_000027,D_027,Level_Lose,2022-11-08 04:12:00.000 +0300,
U_000027,D_027,bonus_activate_003,2022-11-08 04:13:00.000 +0300,
U_000023,D_023,puzzle_009,2022-11-08 04:14:00.000 +0300,
